temp_c,pressure_bar,a_micro_per_bar_estimated,plot_x_px,plot_y_px
10.0,84.0,46.545056,140,210
12.0,84.0,46.167295,140,233
14.0,84.0,45.690989,140,262
16.0,84.0,45.28038,140,287
18.0,84.0,44.935468,140,308
20.0,84.0,44.606981,140,328
22.0,84.0,44.360615,140,343
24.0,84.0,44.130674,140,357
26.0,84.0,43.950006,140,368
28.0,84.0,43.752913,140,380
30.0,84.0,43.572245,140,391
2.0,85.0,48.680224,142,80
4.0,85.0,48.088946,142,116
6.0,85.0,47.546942,142,149
8.0,85.0,46.988514,142,183
10.0,85.0,46.528632,142,211
12.0,85.0,46.150871,142,234
14.0,85.0,45.690989,142,262
16.0,85.0,45.28038,142,287
18.0,85.0,44.919044,142,309
20.0,85.0,44.606981,142,328
22.0,85.0,44.344191,142,344
24.0,85.0,44.11425,142,358
26.0,85.0,43.933581,142,369
28.0,85.0,43.736489,142,381
30.0,85.0,43.555821,142,392
2.0,86.0,48.663799,144,81
4.0,86.0,48.072522,144,117
6.0,86.0,47.530518,144,150
8.0,86.0,46.972089,144,184
10.0,86.0,46.528632,144,211
12.0,86.0,46.134447,144,235
14.0,86.0,45.674564,144,263
16.0,86.0,45.263955,144,288
18.0,86.0,44.919044,144,309
20.0,86.0,44.590556,144,329
22.0,86.0,44.327766,144,345
24.0,86.0,44.11425,144,358
26.0,86.0,43.933581,144,369
28.0,86.0,43.720065,144,382
30.0,86.0,43.539397,144,393
2.0,87.0,48.663799,145,81
4.0,87.0,48.072522,145,117
6.0,87.0,47.530518,145,150
8.0,87.0,46.972089,145,184
10.0,87.0,46.528632,145,211
12.0,87.0,46.134447,145,235
14.0,87.0,45.674564,145,263
16.0,87.0,45.263955,145,288
18.0,87.0,44.902619,145,310
20.0,87.0,44.590556,145,329
22.0,87.0,44.327766,145,345
24.0,87.0,44.097825,145,359
26.0,87.0,43.917157,145,370
28.0,87.0,43.720065,145,382
30.0,87.0,43.539397,145,393
2.0,88.0,48.647375,147,82
4.0,88.0,48.056098,147,118
6.0,88.0,47.514094,147,151
8.0,88.0,46.972089,147,184
10.0,88.0,46.512207,147,212
12.0,88.0,46.118022,147,236
14.0,88.0,45.65814,147,264
16.0,88.0,45.247531,147,289
18.0,88.0,44.886195,147,311
20.0,88.0,44.574132,147,330
22.0,88.0,44.311342,147,346
24.0,88.0,44.081401,147,360
26.0,88.0,43.900733,147,371
28.0,88.0,43.70364,147,383
30.0,88.0,43.522972,147,394
2.0,89.0,48.647375,149,82
4.0,89.0,48.056098,149,118
6.0,89.0,47.514094,149,151
8.0,89.0,46.955665,149,185
10.0,89.0,46.495783,149,213
12.0,89.0,46.118022,149,236
14.0,89.0,45.641716,149,265
16.0,89.0,45.231107,149,290
18.0,89.0,44.86977,149,312
20.0,89.0,44.557707,149,331
22.0,89.0,44.294918,149,347
24.0,89.0,44.064976,149,361
26.0,89.0,43.900733,149,371
28.0,89.0,43.687216,149,384
30.0,89.0,43.506548,149,395
2.0,90.0,48.630951,150,83
4.0,90.0,48.056098,150,118
6.0,90.0,47.514094,150,151
8.0,90.0,46.955665,150,185
10.0,90.0,46.495783,150,213
12.0,90.0,46.101598,150,237
14.0,90.0,45.641716,150,265
16.0,90.0,45.231107,150,290
18.0,90.0,44.86977,150,312
20.0,90.0,44.557707,150,331
22.0,90.0,44.294918,150,347
24.0,90.0,44.064976,150,361
26.0,90.0,43.900733,150,371
28.0,90.0,43.687216,150,384
30.0,90.0,43.506548,150,395
2.0,91.0,48.630951,152,83
4.0,91.0,48.039673,152,119
6.0,91.0,47.497669,152,152
8.0,91.0,46.939241,152,186
10.0,91.0,46.479358,152,214
12.0,91.0,46.101598,152,237
14.0,91.0,45.625291,152,266
16.0,91.0,45.214682,152,291
18.0,91.0,44.853346,152,313
20.0,91.0,44.541283,152,332
22.0,91.0,44.278493,152,348
24.0,91.0,44.048552,152,362
26.0,91.0,43.884308,152,372
28.0,91.0,43.670792,152,385
30.0,91.0,43.490124,152,396
2.0,92.0,48.614526,154,84
4.0,92.0,48.023249,154,120
6.0,92.0,47.481245,154,153
8.0,92.0,46.922816,154,187
10.0,92.0,46.479358,154,214
12.0,92.0,46.085174,154,238
14.0,92.0,45.625291,154,266
16.0,92.0,45.198258,154,292
18.0,92.0,44.853346,154,313
20.0,92.0,44.524859,154,333
22.0,92.0,44.262069,154,349
24.0,92.0,44.032128,154,363
26.0,92.0,43.867884,154,373
28.0,92.0,43.654367,154,386
30.0,92.0,43.473699,154,397
2.0,93.0,48.614526,155,84
4.0,93.0,48.023249,155,120
6.0,93.0,47.481245,155,153
8.0,93.0,46.922816,155,187
10.0,93.0,46.462934,155,215
12.0,93.0,46.085174,155,238
14.0,93.0,45.608867,155,267
16.0,93.0,45.198258,155,292
18.0,93.0,44.836922,155,314
20.0,93.0,44.524859,155,333
22.0,93.0,44.262069,155,349
24.0,93.0,44.032128,155,363
26.0,93.0,43.867884,155,373
28.0,93.0,43.654367,155,386
30.0,93.0,43.473699,155,397
2.0,94.0,48.598102,157,85
4.0,94.0,48.023249,157,120
6.0,94.0,47.481245,157,153
8.0,94.0,46.906392,157,188
10.0,94.0,46.462934,157,215
12.0,94.0,46.068749,157,239
14.0,94.0,45.608867,157,267
16.0,94.0,45.198258,157,292
18.0,94.0,44.820497,157,315
20.0,94.0,44.508434,157,334
22.0,94.0,44.245644,157,350
24.0,94.0,44.015703,157,364
26.0,94.0,43.85146,157,374
28.0,94.0,43.637943,157,387
30.0,94.0,43.44085,157,399
2.0,95.0,48.581678,159,86
4.0,95.0,48.006825,159,121
6.0,95.0,47.464821,159,154
8.0,95.0,46.906392,159,188
10.0,95.0,46.462934,159,215
12.0,95.0,46.052325,159,240
14.0,95.0,45.592443,159,268
16.0,95.0,45.181833,159,293
18.0,95.0,44.820497,159,315
20.0,95.0,44.49201,159,335
22.0,95.0,44.22922,159,351
24.0,95.0,44.015703,159,364
26.0,95.0,43.835035,159,375
28.0,95.0,43.621518,159,388
30.0,95.0,43.44085,159,399
2.0,96.0,48.581678,160,86
4.0,96.0,48.006825,160,121
6.0,96.0,47.464821,160,154
8.0,96.0,46.889968,160,189
10.0,96.0,46.44651,160,216
12.0,96.0,46.052325,160,240
14.0,96.0,45.592443,160,268
16.0,96.0,45.181833,160,293
18.0,96.0,44.804073,160,316
20.0,96.0,44.49201,160,335
22.0,96.0,44.22922,160,351
24.0,96.0,44.015703,160,364
26.0,96.0,43.818611,160,376
28.0,96.0,43.621518,160,388
30.0,96.0,43.424426,160,400
2.0,97.0,48.565253,162,87
4.0,97.0,47.9904,162,122
6.0,97.0,47.448396,162,155
8.0,97.0,46.889968,162,189
10.0,97.0,46.430085,162,217
12.0,97.0,46.035901,162,241
14.0,97.0,45.576018,162,269
16.0,97.0,45.165409,162,294
18.0,97.0,44.804073,162,316
20.0,97.0,44.475586,162,336
22.0,97.0,44.212796,162,352
24.0,97.0,43.999279,162,365
26.0,97.0,43.818611,162,376
28.0,97.0,43.605094,162,389
30.0,97.0,43.408002,162,401
2.0,98.0,48.548829,164,88
4.0,98.0,47.973976,164,123
6.0,98.0,47.431972,164,156
8.0,98.0,46.873543,164,190
10.0,98.0,46.430085,164,217
12.0,98.0,46.035901,164,241
14.0,98.0,45.559594,164,270
16.0,98.0,45.148985,164,295
18.0,98.0,44.787649,164,317
20.0,98.0,44.475586,164,336
22.0,98.0,44.196371,164,353
24.0,98.0,43.982855,164,366
26.0,98.0,43.802187,164,377
28.0,98.0,43.58867,164,390
30.0,98.0,43.391577,164,402
2.0,99.0,48.548829,165,88
4.0,99.0,47.973976,165,123
6.0,99.0,47.431972,165,156
8.0,99.0,46.873543,165,190
10.0,99.0,46.413661,165,218
12.0,99.0,46.019476,165,242
14.0,99.0,45.559594,165,270
16.0,99.0,45.148985,165,295
18.0,99.0,44.787649,165,317
20.0,99.0,44.459161,165,337
22.0,99.0,44.196371,165,353
24.0,99.0,43.96643,165,367
26.0,99.0,43.785762,165,378
28.0,99.0,43.58867,165,390
30.0,99.0,43.391577,165,402
2.0,100.0,48.548829,167,88
4.0,100.0,47.957552,167,124
6.0,100.0,47.415547,167,157
8.0,100.0,46.857119,167,191
10.0,100.0,46.413661,167,218
12.0,100.0,46.019476,167,242
14.0,100.0,45.559594,167,270
16.0,100.0,45.13256,167,296
18.0,100.0,44.771224,167,318
20.0,100.0,44.442737,167,338
22.0,100.0,44.179947,167,354
24.0,100.0,43.96643,167,367
26.0,100.0,43.769338,167,379
28.0,100.0,43.572245,167,391
30.0,100.0,43.375153,167,403
2.0,101.0,48.532404,169,89
4.0,101.0,47.941127,169,125
6.0,101.0,47.399123,169,158
8.0,101.0,46.857119,169,191
10.0,101.0,46.397237,169,219
12.0,101.0,46.003052,169,243
14.0,101.0,45.54317,169,271
16.0,101.0,45.116136,169,297
18.0,101.0,44.7548,169,319
20.0,101.0,44.426313,169,339
22.0,101.0,44.163523,169,355
24.0,101.0,43.950006,169,368
26.0,101.0,43.769338,169,379
28.0,101.0,43.555821,169,392
30.0,101.0,43.375153,169,403
2.0,102.0,48.532404,170,89
4.0,102.0,47.941127,170,125
6.0,102.0,47.399123,170,158
8.0,102.0,46.857119,170,191
10.0,102.0,46.397237,170,219
12.0,102.0,46.003052,170,243
14.0,102.0,45.54317,170,271
16.0,102.0,45.116136,170,297
18.0,102.0,44.7548,170,319
20.0,102.0,44.426313,170,339
22.0,102.0,44.163523,170,355
24.0,102.0,43.933581,170,369
26.0,102.0,43.752913,170,380
28.0,102.0,43.539397,170,393
30.0,102.0,43.358729,170,404
2.0,103.0,48.51598,172,90
4.0,103.0,47.941127,172,125
6.0,103.0,47.399123,172,158
8.0,103.0,46.840695,172,192
10.0,103.0,46.380812,172,220
12.0,103.0,45.986627,172,244
14.0,103.0,45.526745,172,272
16.0,103.0,45.099712,172,298
18.0,103.0,44.738375,172,320
20.0,103.0,44.409888,172,340
22.0,103.0,44.147098,172,356
24.0,103.0,43.933581,172,369
26.0,103.0,43.736489,172,381
28.0,103.0,43.522972,172,394
30.0,103.0,43.342304,172,405
2.0,104.0,48.499556,174,91
4.0,104.0,47.924703,174,126
6.0,104.0,47.382699,174,159
8.0,104.0,46.82427,174,193
10.0,104.0,46.380812,174,220
12.0,104.0,45.970203,174,245
14.0,104.0,45.510321,174,273
16.0,104.0,45.083287,174,299
18.0,104.0,44.721951,174,321
20.0,104.0,44.409888,174,340
22.0,104.0,44.147098,174,356
24.0,104.0,43.917157,174,370
26.0,104.0,43.736489,174,381
28.0,104.0,43.522972,174,394
30.0,104.0,43.32588,174,406
2.0,105.0,48.499556,175,91
4.0,105.0,47.924703,175,126
6.0,105.0,47.382699,175,159
8.0,105.0,46.82427,175,193
10.0,105.0,46.364388,175,221
12.0,105.0,45.970203,175,245
14.0,105.0,45.510321,175,273
16.0,105.0,45.083287,175,299
18.0,105.0,44.721951,175,321
20.0,105.0,44.393464,175,341
22.0,105.0,44.130674,175,357
24.0,105.0,43.900733,175,371
26.0,105.0,43.720065,175,382
28.0,105.0,43.522972,175,394
30.0,105.0,43.32588,175,406
2.0,106.0,48.483131,177,92
4.0,106.0,47.908278,177,127
6.0,106.0,47.366274,177,160
8.0,106.0,46.807846,177,194
10.0,106.0,46.364388,177,221
12.0,106.0,45.970203,177,245
14.0,106.0,45.493896,177,274
16.0,106.0,45.066863,177,300
18.0,106.0,44.705527,177,322
20.0,106.0,44.393464,177,341
22.0,106.0,44.130674,177,357
24.0,106.0,43.900733,177,371
26.0,106.0,43.70364,177,383
28.0,106.0,43.506548,177,395
30.0,106.0,43.309456,177,407
2.0,107.0,48.483131,179,92
4.0,107.0,47.891854,179,128
6.0,107.0,47.366274,179,160
8.0,107.0,46.807846,179,194
10.0,107.0,46.347964,179,222
12.0,107.0,45.953779,179,246
14.0,107.0,45.477472,179,275
16.0,107.0,45.066863,179,300
18.0,107.0,44.689102,179,323
20.0,107.0,44.377039,179,342
22.0,107.0,44.11425,179,358
24.0,107.0,43.884308,179,372
26.0,107.0,43.70364,179,383
28.0,107.0,43.490124,179,396
30.0,107.0,43.293031,179,408
2.0,108.0,48.466707,180,93
4.0,108.0,47.891854,180,128
6.0,108.0,47.34985,180,161
8.0,108.0,46.791421,180,195
10.0,108.0,46.347964,180,222
12.0,108.0,45.953779,180,246
14.0,108.0,45.477472,180,275
16.0,108.0,45.050438,180,301
18.0,108.0,44.689102,180,323
20.0,108.0,44.377039,180,342
22.0,108.0,44.097825,180,359
24.0,108.0,43.867884,180,373
26.0,108.0,43.687216,180,384
28.0,108.0,43.473699,180,397
30.0,108.0,43.293031,180,408
2.0,109.0,48.466707,182,93
4.0,109.0,47.891854,182,128
6.0,109.0,47.34985,182,161
8.0,109.0,46.791421,182,195
10.0,109.0,46.331539,182,223
12.0,109.0,45.937354,182,247
14.0,109.0,45.461048,182,276
16.0,109.0,45.050438,182,301
18.0,109.0,44.672678,182,324
20.0,109.0,44.360615,182,343
22.0,109.0,44.081401,182,360
24.0,109.0,43.867884,182,373
26.0,109.0,43.670792,182,385
28.0,109.0,43.473699,182,397
30.0,109.0,43.276607,182,409
2.0,110.0,48.450283,184,94
4.0,110.0,47.87543,184,129
6.0,110.0,47.333426,184,162
8.0,110.0,46.774997,184,196
10.0,110.0,46.331539,184,223
12.0,110.0,45.92093,184,248
14.0,110.0,45.461048,184,276
16.0,110.0,45.034014,184,302
18.0,110.0,44.672678,184,324
20.0,110.0,44.344191,184,344
22.0,110.0,44.081401,184,360
24.0,110.0,43.85146,184,374
26.0,110.0,43.654367,184,386
28.0,110.0,43.457275,184,398
30.0,110.0,43.260182,184,410
2.0,111.0,48.450283,185,94
4.0,111.0,47.87543,185,129
6.0,111.0,47.333426,185,162
8.0,111.0,46.774997,185,196
10.0,111.0,46.331539,185,223
12.0,111.0,45.92093,185,248
14.0,111.0,45.444623,185,277
16.0,111.0,45.034014,185,302
18.0,111.0,44.656254,185,325
20.0,111.0,44.327766,185,345
22.0,111.0,44.064976,185,361
24.0,111.0,43.835035,185,375
26.0,111.0,43.654367,185,386
28.0,111.0,43.44085,185,399
30.0,111.0,43.260182,185,410
2.0,112.0,48.433858,187,95
4.0,112.0,47.859005,187,130
6.0,112.0,47.317001,187,163
8.0,112.0,46.758573,187,197
10.0,112.0,46.315115,187,224
12.0,112.0,45.904506,187,249
14.0,112.0,45.444623,187,277
16.0,112.0,45.01759,187,303
18.0,112.0,44.639829,187,326
20.0,112.0,44.327766,187,345
22.0,112.0,44.064976,187,361
24.0,112.0,43.835035,187,375
26.0,112.0,43.637943,187,387
28.0,112.0,43.424426,187,400
30.0,112.0,43.243758,187,411
2.0,113.0,48.433858,189,95
4.0,113.0,47.842581,189,131
6.0,113.0,47.317001,189,163
8.0,113.0,46.758573,189,197
10.0,113.0,46.29869,189,225
12.0,113.0,45.904506,189,249
14.0,113.0,45.444623,189,277
16.0,113.0,45.01759,189,303
18.0,113.0,44.639829,189,326
20.0,113.0,44.311342,189,346
22.0,113.0,44.048552,189,362
24.0,113.0,43.818611,189,376
26.0,113.0,43.637943,189,387
28.0,113.0,43.424426,189,400
30.0,113.0,43.227334,189,412
2.0,114.0,48.417434,190,96
4.0,114.0,47.842581,190,131
6.0,114.0,47.300577,190,164
8.0,114.0,46.742148,190,198
10.0,114.0,46.29869,190,225
12.0,114.0,45.888081,190,250
14.0,114.0,45.428199,190,278
16.0,114.0,45.001165,190,304
18.0,114.0,44.623405,190,327
20.0,114.0,44.311342,190,346
22.0,114.0,44.032128,190,363
24.0,114.0,43.802187,190,377
26.0,114.0,43.621518,190,388
28.0,114.0,43.408002,190,401
30.0,114.0,43.210909,190,413
2.0,115.0,48.417434,192,96
4.0,115.0,47.826157,192,132
6.0,115.0,47.300577,192,164
8.0,115.0,46.742148,192,198
10.0,115.0,46.282266,192,226
12.0,115.0,45.888081,192,250
14.0,115.0,45.428199,192,278
16.0,115.0,44.984741,192,305
18.0,115.0,44.623405,192,327
20.0,115.0,44.294918,192,347
22.0,115.0,44.032128,192,363
24.0,115.0,43.785762,192,378
26.0,115.0,43.605094,192,389
28.0,115.0,43.391577,192,402
30.0,115.0,43.210909,192,413
2.0,116.0,48.401009,194,97
4.0,116.0,47.809732,194,133
6.0,116.0,47.284152,194,165
8.0,116.0,46.725724,194,199
10.0,116.0,46.265842,194,227
12.0,116.0,45.871657,194,251
14.0,116.0,45.411775,194,279
16.0,116.0,44.968317,194,306
18.0,116.0,44.606981,194,328
20.0,116.0,44.278493,194,348
22.0,116.0,44.015703,194,364
24.0,116.0,43.785762,194,378
26.0,116.0,43.58867,194,390
28.0,116.0,43.391577,194,402
30.0,116.0,43.194485,194,414
2.0,117.0,48.401009,195,97
4.0,117.0,47.809732,195,133
6.0,117.0,47.267728,195,166
8.0,117.0,46.725724,195,199
10.0,117.0,46.265842,195,227
12.0,117.0,45.871657,195,251
14.0,117.0,45.411775,195,279
16.0,117.0,44.968317,195,306
18.0,117.0,44.590556,195,329
20.0,117.0,44.278493,195,348
22.0,117.0,43.999279,195,365
24.0,117.0,43.769338,195,379
26.0,117.0,43.58867,195,390
28.0,117.0,43.375153,195,403
30.0,117.0,43.178061,195,415
2.0,118.0,48.384585,197,98
4.0,118.0,47.809732,197,133
6.0,118.0,47.267728,197,166
8.0,118.0,46.725724,197,199
10.0,118.0,46.249417,197,228
12.0,118.0,45.855232,197,252
14.0,118.0,45.39535,197,280
16.0,118.0,44.951892,197,307
18.0,118.0,44.590556,197,329
20.0,118.0,44.262069,197,349
22.0,118.0,43.999279,197,365
24.0,118.0,43.769338,197,379
26.0,118.0,43.572245,197,391
28.0,118.0,43.375153,197,403
30.0,118.0,43.161636,197,416
2.0,119.0,48.368161,199,99
4.0,119.0,47.793308,199,134
6.0,119.0,47.251304,199,167
8.0,119.0,46.7093,199,200
10.0,119.0,46.249417,199,228
12.0,119.0,45.838808,199,253
14.0,119.0,45.378926,199,281
16.0,119.0,44.951892,199,307
18.0,119.0,44.574132,199,330
20.0,119.0,44.245644,199,350
22.0,119.0,43.982855,199,366
24.0,119.0,43.752913,199,380
26.0,119.0,43.555821,199,392
28.0,119.0,43.358729,199,404
30.0,119.0,43.145212,199,417
2.0,120.0,48.368161,200,99
4.0,120.0,47.793308,200,134
6.0,120.0,47.251304,200,167
8.0,120.0,46.692875,200,201
10.0,120.0,46.249417,200,228
12.0,120.0,45.838808,200,253
14.0,120.0,45.378926,200,281
16.0,120.0,44.935468,200,308
18.0,120.0,44.557707,200,331
20.0,120.0,44.245644,200,350
22.0,120.0,43.96643,200,367
24.0,120.0,43.752913,200,380
26.0,120.0,43.555821,200,392
28.0,120.0,43.342304,200,405
30.0,120.0,43.145212,200,417
