temp_c,pressure_bar,public_a_estimated,local_a,delta,delta_pct
4.0,71.0,48.203917,48.1619,0.042017,0.087241
6.0,71.0,47.661913,47.5799,0.082013,0.172369
8.0,71.0,47.103484,47.0477,0.055784,0.118569
10.0,71.0,46.643602,46.5607,0.082902,0.178051
12.0,71.0,46.265842,46.1176,0.148242,0.321443
14.0,71.0,45.822384,45.7155,0.106884,0.233803
16.0,71.0,45.411775,45.3523,0.059475,0.13114
18.0,71.0,45.066863,45.0262,0.040663,0.09031
20.0,71.0,44.738375,44.7351,0.003275,0.007321
22.0,71.0,44.49201,44.4769,0.01511,0.033973
24.0,71.0,44.278493,44.2498,0.028693,0.064843
2.0,72.0,48.795194,48.785,0.010194,0.020896
4.0,72.0,48.203917,48.1518,0.052117,0.108235
6.0,72.0,47.661913,47.5698,0.092113,0.193638
8.0,72.0,47.103484,47.0374,0.066084,0.140492
10.0,72.0,46.643602,46.5504,0.093202,0.200217
12.0,72.0,46.265842,46.1072,0.158642,0.344072
14.0,72.0,45.805959,45.705,0.100959,0.220893
16.0,72.0,45.39535,45.3416,0.05375,0.118545
18.0,72.0,45.050438,45.0154,0.035038,0.077836
20.0,72.0,44.738375,44.7242,0.014175,0.031694
22.0,72.0,44.475586,44.4658,0.009786,0.022008
24.0,72.0,44.262069,44.2386,0.023469,0.053051
2.0,73.0,48.795194,48.775,0.020194,0.041402
4.0,73.0,48.187493,48.1417,0.045793,0.095121
6.0,73.0,47.645489,47.5597,0.085789,0.180382
8.0,73.0,47.08706,47.0271,0.05996,0.127501
10.0,73.0,46.627178,46.5401,0.087078,0.187103
12.0,73.0,46.249417,46.0968,0.152617,0.331079
14.0,73.0,45.805959,45.6945,0.111459,0.243922
16.0,73.0,45.39535,45.3309,0.06445,0.142177
18.0,73.0,45.050438,45.0046,0.045838,0.101852
20.0,73.0,44.721951,44.7133,0.008651,0.019348
22.0,73.0,44.475586,44.4547,0.020886,0.046983
24.0,73.0,44.245644,44.2274,0.018244,0.04125
2.0,74.0,48.77877,48.765,0.01377,0.028237
4.0,74.0,48.171068,48.1316,0.039468,0.082
6.0,74.0,47.629064,47.5496,0.079464,0.167118
8.0,74.0,47.070636,47.0168,0.053836,0.114504
10.0,74.0,46.627178,46.5298,0.097378,0.209281
12.0,74.0,46.232993,46.0864,0.146593,0.318083
14.0,74.0,45.789535,45.684,0.105535,0.231011
16.0,74.0,45.378926,45.3202,0.058726,0.12958
18.0,74.0,45.034014,44.9938,0.040214,0.089377
20.0,74.0,44.705527,44.7024,0.003127,0.006995
22.0,74.0,44.459161,44.4436,0.015561,0.035013
24.0,74.0,44.245644,44.2162,0.029444,0.066591
2.0,75.0,48.77877,48.755,0.02377,0.048754
4.0,75.0,48.171068,48.1215,0.049568,0.103006
6.0,75.0,47.629064,47.5395,0.089564,0.188399
8.0,75.0,47.070636,47.0065,0.064136,0.136441
10.0,75.0,46.610753,46.5195,0.091253,0.196161
12.0,75.0,46.232993,46.076,0.156993,0.340726
14.0,75.0,45.773111,45.6735,0.099611,0.218094
16.0,75.0,45.378926,45.3095,0.069426,0.153226
18.0,75.0,45.01759,44.983,0.03459,0.076896
20.0,75.0,44.705527,44.6915,0.014027,0.031386
22.0,75.0,44.459161,44.4325,0.026661,0.060003
24.0,75.0,44.22922,44.205,0.02422,0.05479
2.0,76.0,48.762346,48.745,0.017346,0.035585
4.0,76.0,48.171068,48.1114,0.059668,0.124021
6.0,76.0,47.629064,47.5294,0.099664,0.209689
8.0,76.0,47.054211,46.9962,0.058011,0.123438
10.0,76.0,46.610753,46.5092,0.101553,0.21835
12.0,76.0,46.232993,46.0656,0.167393,0.36338
14.0,76.0,45.773111,45.663,0.110111,0.241138
16.0,76.0,45.362501,45.2988,0.063701,0.140624
18.0,76.0,45.01759,44.9722,0.04539,0.100929
20.0,76.0,44.689102,44.6806,0.008502,0.019028
22.0,76.0,44.442737,44.4214,0.021337,0.048033
24.0,76.0,44.212796,44.1938,0.018996,0.042983
2.0,77.0,48.745921,48.735,0.010921,0.022409
4.0,77.0,48.154644,48.1013,0.053344,0.110899
6.0,77.0,47.61264,47.5193,0.09334,0.196425
8.0,77.0,47.054211,46.9859,0.068311,0.145386
10.0,77.0,46.610753,46.4989,0.111853,0.24055
12.0,77.0,46.216569,46.0552,0.161369,0.350382
14.0,77.0,45.756686,45.6525,0.104186,0.228215
16.0,77.0,45.346077,45.2881,0.057977,0.128018
18.0,77.0,45.001165,44.9614,0.039765,0.088443
20.0,77.0,44.689102,44.6697,0.019402,0.043434
22.0,77.0,44.426313,44.4103,0.016013,0.036057
24.0,77.0,44.212796,44.1826,0.030196,0.068344
2.0,78.0,48.745921,48.725,0.020921,0.042937
4.0,78.0,48.154644,48.0912,0.063444,0.131924
6.0,78.0,47.61264,47.5092,0.10344,0.217726
8.0,78.0,47.037787,46.9756,0.062187,0.132381
10.0,78.0,46.594329,46.4886,0.105729,0.22743
12.0,78.0,46.216569,46.0448,0.171769,0.373048
14.0,78.0,45.756686,45.642,0.114686,0.251273
16.0,78.0,45.346077,45.2774,0.068677,0.151681
18.0,78.0,45.001165,44.9506,0.050565,0.11249
20.0,78.0,44.672678,44.6588,0.013878,0.031076
22.0,78.0,44.426313,44.3992,0.027113,0.061066
24.0,78.0,44.196371,44.1714,0.024971,0.056532
2.0,79.0,48.729497,48.715,0.014497,0.029759
4.0,79.0,48.13822,48.0811,0.05712,0.118799
6.0,79.0,47.596215,47.4991,0.097115,0.204457
8.0,79.0,47.037787,46.9653,0.072487,0.154342
10.0,79.0,46.594329,46.4783,0.116029,0.249641
12.0,79.0,46.200144,46.0344,0.165744,0.360044
14.0,79.0,45.740262,45.6315,0.108762,0.238349
16.0,79.0,45.329653,45.2667,0.062953,0.139071
18.0,79.0,44.984741,44.9398,0.044941,0.100003
20.0,79.0,44.656254,44.6479,0.008354,0.018711
22.0,79.0,44.409888,44.3881,0.021788,0.049085
24.0,79.0,44.179947,44.1602,0.019747,0.044717
2.0,80.0,48.729497,48.705,0.024497,0.050297
4.0,80.0,48.13822,48.071,0.06722,0.139835
6.0,80.0,47.596215,47.489,0.107215,0.225768
8.0,80.0,47.021363,46.955,0.066363,0.141333
10.0,80.0,46.577905,46.468,0.109905,0.236518
12.0,80.0,46.200144,46.024,0.176144,0.382722
14.0,80.0,45.723838,45.621,0.102838,0.225418
16.0,80.0,45.313228,45.256,0.057228,0.126454
18.0,80.0,44.968317,44.929,0.039317,0.087509
20.0,80.0,44.656254,44.637,0.019254,0.043135
22.0,80.0,44.393464,44.377,0.016464,0.0371
24.0,80.0,44.179947,44.149,0.030947,0.070097
2.0,81.0,48.713072,48.695,0.018072,0.037113
4.0,81.0,48.13822,48.061,0.07722,0.160671
6.0,81.0,47.579791,47.4789,0.100891,0.212496
8.0,81.0,47.021363,46.9449,0.076463,0.162878
10.0,81.0,46.577905,46.458,0.119905,0.258093
12.0,81.0,46.200144,46.0136,0.186544,0.405411
14.0,81.0,45.723838,45.6105,0.113338,0.248491
16.0,81.0,45.313228,45.2454,0.067828,0.149911
18.0,81.0,44.951892,44.9183,0.033592,0.074785
20.0,81.0,44.656254,44.6258,0.030454,0.068243
22.0,81.0,44.393464,44.3661,0.027364,0.061678
24.0,81.0,44.163523,44.1379,0.025623,0.058052
2.0,82.0,48.713072,48.685,0.028072,0.05766
4.0,82.0,48.121795,48.051,0.070795,0.147333
6.0,82.0,47.563367,47.4688,0.094567,0.199219
8.0,82.0,47.004938,46.9348,0.070138,0.149437
10.0,82.0,46.56148,46.448,0.11348,0.244316
12.0,82.0,46.18372,46.0032,0.18052,0.392407
14.0,82.0,45.707413,45.6,0.107413,0.235555
16.0,82.0,45.296804,45.2348,0.062004,0.137071
18.0,82.0,44.951892,44.9076,0.044292,0.098629
20.0,82.0,44.639829,44.6146,0.025229,0.056549
22.0,82.0,44.377039,44.3552,0.021839,0.049237
24.0,82.0,44.147098,44.1268,0.020298,0.045999
2.0,83.0,48.696648,48.675,0.021648,0.044475
4.0,83.0,48.105371,48.041,0.064371,0.133992
6.0,83.0,47.563367,47.4587,0.104667,0.220543
8.0,83.0,47.004938,46.9247,0.080238,0.170993
10.0,83.0,46.545056,46.438,0.107056,0.230535
12.0,83.0,46.167295,45.9928,0.174495,0.379396
14.0,83.0,45.707413,45.5895,0.117913,0.258641
16.0,83.0,45.296804,45.2242,0.072604,0.160542
18.0,83.0,44.935468,44.8969,0.038568,0.085903
20.0,83.0,44.623405,44.6034,0.020005,0.044851
22.0,83.0,44.360615,44.3443,0.016315,0.036792
24.0,83.0,44.147098,44.1157,0.031398,0.071172
2.0,84.0,48.680224,48.665,0.015224,0.031283
4.0,84.0,48.105371,48.031,0.074371,0.15484
6.0,84.0,47.546942,47.4486,0.098342,0.20726
8.0,84.0,46.988514,46.9146,0.073914,0.15755
10.0,84.0,46.545056,46.428,0.117056,0.252124
12.0,84.0,46.167295,45.9824,0.184895,0.402099
14.0,84.0,45.690989,45.579,0.111989,0.245703
16.0,84.0,45.28038,45.2136,0.06678,0.147699
18.0,84.0,44.935468,44.8862,0.049268,0.109762
20.0,84.0,44.606981,44.5922,0.014781,0.033147
22.0,84.0,44.360615,44.3334,0.027215,0.061387
24.0,84.0,44.130674,44.1046,0.026074,0.059119
2.0,85.0,48.680224,48.655,0.025224,0.051843
4.0,85.0,48.088946,48.021,0.067946,0.141492
6.0,85.0,47.546942,47.4385,0.108442,0.228595
8.0,85.0,46.988514,46.9045,0.084014,0.179117
10.0,85.0,46.528632,46.418,0.110632,0.238339
12.0,85.0,46.150871,45.972,0.178871,0.389087
14.0,85.0,45.690989,45.5685,0.122489,0.268802
16.0,85.0,45.28038,45.203,0.07738,0.171183
18.0,85.0,44.919044,44.8755,0.043544,0.097033
20.0,85.0,44.606981,44.581,0.025981,0.058278
22.0,85.0,44.344191,44.3225,0.021691,0.048939
24.0,85.0,44.11425,44.0935,0.02075,0.047059
2.0,86.0,48.663799,48.645,0.018799,0.038645
4.0,86.0,48.072522,48.011,0.061522,0.128141
6.0,86.0,47.530518,47.4284,0.102118,0.21531
8.0,86.0,46.972089,46.8944,0.077689,0.165668
10.0,86.0,46.528632,46.408,0.120632,0.259938
12.0,86.0,46.134447,45.9616,0.172847,0.376068
14.0,86.0,45.674564,45.558,0.116564,0.255858
16.0,86.0,45.263955,45.1924,0.071555,0.158334
18.0,86.0,44.919044,44.8648,0.054244,0.120905
20.0,86.0,44.590556,44.5698,0.020756,0.04657
22.0,86.0,44.327766,44.3116,0.016166,0.036483
24.0,86.0,44.11425,44.0824,0.03185,0.072251
2.0,87.0,48.663799,48.635,0.028799,0.059215
4.0,87.0,48.072522,48.001,0.071522,0.149001
6.0,87.0,47.530518,47.4183,0.112218,0.236655
8.0,87.0,46.972089,46.8843,0.087789,0.187246
10.0,87.0,46.528632,46.398,0.130632,0.281547
12.0,87.0,46.134447,45.9512,0.183247,0.398786
14.0,87.0,45.674564,45.5475,0.127064,0.27897
16.0,87.0,45.263955,45.1818,0.082155,0.181832
18.0,87.0,44.902619,44.8541,0.048519,0.108171
20.0,87.0,44.590556,44.5586,0.031956,0.071717
22.0,87.0,44.327766,44.3007,0.027066,0.061096
24.0,87.0,44.097825,44.0713,0.026525,0.060187
2.0,88.0,48.647375,48.625,0.022375,0.046015
4.0,88.0,48.056098,47.991,0.065098,0.135646
6.0,88.0,47.514094,47.4082,0.105894,0.223366
8.0,88.0,46.972089,46.8742,0.097889,0.208833
10.0,88.0,46.512207,46.388,0.124207,0.267757
12.0,88.0,46.118022,45.9408,0.177222,0.385762
14.0,88.0,45.65814,45.537,0.12114,0.266025
16.0,88.0,45.247531,45.1712,0.076331,0.168982
18.0,88.0,44.886195,44.8434,0.042795,0.095432
20.0,88.0,44.574132,44.5474,0.026732,0.060008
22.0,88.0,44.311342,44.2898,0.021542,0.048639
24.0,88.0,44.081401,44.0602,0.021201,0.048118
2.0,89.0,48.647375,48.615,0.032375,0.066595
4.0,89.0,48.056098,47.981,0.075098,0.156516
6.0,89.0,47.514094,47.3981,0.115994,0.244723
8.0,89.0,46.955665,46.8641,0.091565,0.195384
10.0,89.0,46.495783,46.378,0.117783,0.253963
12.0,89.0,46.118022,45.9304,0.187622,0.408492
14.0,89.0,45.641716,45.5265,0.115216,0.253075
16.0,89.0,45.231107,45.1606,0.070507,0.156125
18.0,89.0,44.86977,44.8327,0.03707,0.082685
20.0,89.0,44.557707,44.5362,0.021507,0.048291
22.0,89.0,44.294918,44.2789,0.016018,0.036175
24.0,89.0,44.064976,44.0491,0.015876,0.036042
2.0,90.0,48.630951,48.605,0.025951,0.053392
4.0,90.0,48.056098,47.971,0.085098,0.177395
6.0,90.0,47.514094,47.388,0.126094,0.266088
8.0,90.0,46.955665,46.854,0.101665,0.216983
10.0,90.0,46.495783,46.368,0.127783,0.275584
12.0,90.0,46.101598,45.92,0.181598,0.395466
14.0,90.0,45.641716,45.516,0.125716,0.276202
16.0,90.0,45.231107,45.15,0.081107,0.179639
18.0,90.0,44.86977,44.822,0.04777,0.106577
20.0,90.0,44.557707,44.525,0.032707,0.073458
22.0,90.0,44.294918,44.268,0.026918,0.060807
24.0,90.0,44.064976,44.038,0.026976,0.061256
2.0,91.0,48.630951,48.5951,0.035851,0.073775
4.0,91.0,48.039673,47.961,0.078673,0.164035
6.0,91.0,47.497669,47.378,0.119669,0.252583
8.0,91.0,46.939241,46.8438,0.095441,0.203743
10.0,91.0,46.479358,46.3575,0.121858,0.262866
12.0,91.0,46.101598,45.9097,0.191898,0.41799
14.0,91.0,45.625291,45.5055,0.119791,0.263245
16.0,91.0,45.214682,45.1395,0.075182,0.166555
18.0,91.0,44.853346,44.8114,0.041946,0.093606
20.0,91.0,44.541283,44.5146,0.026683,0.059942
22.0,91.0,44.278493,44.2571,0.021393,0.048338
24.0,91.0,44.048552,44.027,0.021552,0.048952
2.0,92.0,48.614526,48.5852,0.029326,0.06036
4.0,92.0,48.023249,47.951,0.072249,0.150673
6.0,92.0,47.481245,47.368,0.113245,0.239075
8.0,92.0,46.922816,46.8336,0.089216,0.190496
10.0,92.0,46.479358,46.347,0.132358,0.285581
12.0,92.0,46.085174,45.8994,0.185774,0.404742
14.0,92.0,45.625291,45.495,0.130291,0.286385
16.0,92.0,45.198258,45.129,0.069258,0.153467
18.0,92.0,44.853346,44.8008,0.052546,0.117288
20.0,92.0,44.524859,44.5042,0.020659,0.04642
22.0,92.0,44.262069,44.2462,0.015869,0.035865
24.0,92.0,44.032128,44.016,0.016128,0.036641
2.0,93.0,48.614526,48.5753,0.039226,0.080753
4.0,93.0,48.023249,47.941,0.082249,0.171563
6.0,93.0,47.481245,47.358,0.123245,0.260241
8.0,93.0,46.922816,46.8234,0.099416,0.212321
10.0,93.0,46.462934,46.3365,0.126434,0.27286
12.0,93.0,46.085174,45.8891,0.196074,0.427278
14.0,93.0,45.608867,45.4845,0.124367,0.273427
16.0,93.0,45.198258,45.1185,0.079758,0.176774
18.0,93.0,44.836922,44.7902,0.046722,0.104313
20.0,93.0,44.524859,44.4938,0.031059,0.069805
22.0,93.0,44.262069,44.2353,0.026769,0.060515
24.0,93.0,44.032128,44.005,0.027128,0.061648
2.0,94.0,48.598102,48.5654,0.032702,0.067336
4.0,94.0,48.023249,47.931,0.092249,0.192462
6.0,94.0,47.481245,47.348,0.133245,0.281416
8.0,94.0,46.906392,46.8132,0.093192,0.199072
10.0,94.0,46.462934,46.326,0.136934,0.295588
12.0,94.0,46.068749,45.8788,0.189949,0.414023
14.0,94.0,45.608867,45.474,0.134867,0.29658
16.0,94.0,45.198258,45.108,0.090258,0.200093
18.0,94.0,44.820497,44.7796,0.040897,0.09133
20.0,94.0,44.508434,44.4834,0.025034,0.056277
22.0,94.0,44.245644,44.2244,0.021244,0.048037
24.0,94.0,44.015703,43.994,0.021703,0.049332
2.0,95.0,48.581678,48.5555,0.026178,0.053914
4.0,95.0,48.006825,47.921,0.085825,0.179097
6.0,95.0,47.464821,47.338,0.126821,0.267905
8.0,95.0,46.906392,46.803,0.103392,0.220909
10.0,95.0,46.462934,46.3155,0.147434,0.318325
12.0,95.0,46.052325,45.8685,0.183825,0.400765
14.0,95.0,45.592443,45.4635,0.128943,0.283619
16.0,95.0,45.181833,45.0975,0.084333,0.187001
18.0,95.0,44.820497,44.769,0.051497,0.115028
20.0,95.0,44.49201,44.473,0.01901,0.042745
22.0,95.0,44.22922,44.2135,0.01572,0.035555
24.0,95.0,44.015703,43.983,0.032703,0.074354
2.0,96.0,48.581678,48.5456,0.036078,0.074318
4.0,96.0,48.006825,47.911,0.095825,0.200006
6.0,96.0,47.464821,47.328,0.136821,0.289091
8.0,96.0,46.889968,46.7928,0.097168,0.207656
10.0,96.0,46.44651,46.305,0.14151,0.305604
12.0,96.0,46.052325,45.8582,0.194125,0.423316
14.0,96.0,45.592443,45.453,0.139443,0.306785
16.0,96.0,45.181833,45.087,0.094833,0.210333
18.0,96.0,44.804073,44.7584,0.045673,0.102043
20.0,96.0,44.49201,44.4626,0.02941,0.066145
22.0,96.0,44.22922,44.2026,0.02662,0.060223
24.0,96.0,44.015703,43.972,0.043703,0.099388
2.0,97.0,48.565253,48.5357,0.029553,0.060889
4.0,97.0,47.9904,47.901,0.0894,0.186635
6.0,97.0,47.448396,47.318,0.130396,0.275574
8.0,97.0,46.889968,46.7826,0.107368,0.229504
10.0,97.0,46.430085,46.2945,0.135585,0.292875
12.0,97.0,46.035901,45.8479,0.188001,0.410054
14.0,97.0,45.576018,45.4425,0.133518,0.293817
16.0,97.0,45.165409,45.0765,0.088909,0.19724
18.0,97.0,44.804073,44.7478,0.056273,0.125756
20.0,97.0,44.475586,44.4522,0.023386,0.052609
22.0,97.0,44.212796,44.1917,0.021096,0.047737
24.0,97.0,43.999279,43.961,0.038279,0.087075
2.0,98.0,48.548829,48.5258,0.023029,0.047457
4.0,98.0,47.973976,47.891,0.082976,0.17326
6.0,98.0,47.431972,47.308,0.123972,0.262053
8.0,98.0,46.873543,46.7724,0.101143,0.216245
10.0,98.0,46.430085,46.284,0.146085,0.315627
12.0,98.0,46.035901,45.8376,0.198301,0.432616
14.0,98.0,45.559594,45.432,0.127594,0.280846
16.0,98.0,45.148985,45.066,0.082985,0.184141
18.0,98.0,44.787649,44.7372,0.050449,0.112767
20.0,98.0,44.475586,44.4418,0.033786,0.076023
22.0,98.0,44.196371,44.1808,0.015571,0.035244
24.0,98.0,43.982855,43.95,0.032855,0.074755
2.0,99.0,48.548829,48.5159,0.032929,0.067873
4.0,99.0,47.973976,47.881,0.092976,0.194181
6.0,99.0,47.431972,47.298,0.133972,0.283251
8.0,99.0,46.873543,46.7622,0.111343,0.238105
10.0,99.0,46.413661,46.2735,0.140161,0.302897
12.0,99.0,46.019476,45.8273,0.192176,0.419348
14.0,99.0,45.559594,45.4215,0.138094,0.304028
16.0,99.0,45.148985,45.0555,0.093485,0.207489
18.0,99.0,44.787649,44.7266,0.061049,0.136494
20.0,99.0,44.459161,44.4314,0.027761,0.062481
22.0,99.0,44.196371,44.1699,0.026471,0.05993
24.0,99.0,43.96643,43.939,0.02743,0.062427
2.0,100.0,48.548829,48.506,0.042829,0.088296
4.0,100.0,47.957552,47.871,0.086552,0.180803
6.0,100.0,47.415547,47.288,0.127547,0.269724
8.0,100.0,46.857119,46.752,0.105119,0.224844
10.0,100.0,46.413661,46.263,0.150661,0.325662
12.0,100.0,46.019476,45.817,0.202476,0.441923
14.0,100.0,45.559594,45.411,0.148594,0.32722
16.0,100.0,45.13256,45.045,0.08756,0.194383
18.0,100.0,44.771224,44.716,0.055224,0.123499
20.0,100.0,44.442737,44.421,0.021737,0.048934
22.0,100.0,44.179947,44.159,0.020947,0.047435
24.0,100.0,43.96643,43.928,0.03843,0.087484
2.0,101.0,48.532404,48.496,0.036404,0.075066
4.0,101.0,47.941127,47.8611,0.080027,0.167207
6.0,101.0,47.399123,47.2779,0.121223,0.256405
8.0,101.0,46.857119,46.7429,0.114219,0.244356
10.0,101.0,46.397237,46.2528,0.144437,0.312277
12.0,101.0,46.003052,45.8067,0.196352,0.428653
14.0,101.0,45.54317,45.4007,0.14247,0.313806
16.0,101.0,45.116136,45.0345,0.081636,0.181274
18.0,101.0,44.7548,44.7054,0.0494,0.110501
20.0,101.0,44.426313,44.4103,0.016013,0.036057
22.0,101.0,44.163523,44.1482,0.015323,0.034708
24.0,101.0,43.950006,43.9171,0.032906,0.074928
2.0,102.0,48.532404,48.486,0.046404,0.095706
4.0,102.0,47.941127,47.8512,0.089927,0.187931
6.0,102.0,47.399123,47.2678,0.131323,0.277828
8.0,102.0,46.857119,46.7338,0.123319,0.263875
10.0,102.0,46.397237,46.2426,0.154637,0.334404
12.0,102.0,46.003052,45.7964,0.206652,0.451241
14.0,102.0,45.54317,45.3904,0.15277,0.336569
16.0,102.0,45.116136,45.024,0.092136,0.204638
18.0,102.0,44.7548,44.6948,0.06,0.134244
20.0,102.0,44.426313,44.3996,0.026713,0.060165
22.0,102.0,44.163523,44.1374,0.026123,0.059186
24.0,102.0,43.933581,43.9062,0.027381,0.062362
2.0,103.0,48.51598,48.476,0.03998,0.082474
4.0,103.0,47.941127,47.8413,0.099827,0.208663
6.0,103.0,47.399123,47.2577,0.141423,0.299259
8.0,103.0,46.840695,46.7247,0.115995,0.248252
10.0,103.0,46.380812,46.2324,0.148412,0.321013
12.0,103.0,45.986627,45.7861,0.200527,0.437965
14.0,103.0,45.526745,45.3801,0.146645,0.323148
16.0,103.0,45.099712,45.0135,0.086212,0.191525
18.0,103.0,44.738375,44.6842,0.054175,0.12124
20.0,103.0,44.409888,44.3889,0.020988,0.047282
22.0,103.0,44.147098,44.1266,0.020498,0.046453
24.0,103.0,43.933581,43.8953,0.038281,0.08721
2.0,104.0,48.499556,48.466,0.033556,0.069236
4.0,104.0,47.924703,47.8314,0.093303,0.195066
6.0,104.0,47.382699,47.2476,0.135099,0.285938
8.0,104.0,46.82427,46.7156,0.10867,0.23262
10.0,104.0,46.380812,46.2222,0.158612,0.343151
12.0,104.0,45.970203,45.7758,0.194403,0.424685
14.0,104.0,45.510321,45.3698,0.140521,0.309724
16.0,104.0,45.083287,45.003,0.080287,0.178404
18.0,104.0,44.721951,44.6736,0.048351,0.108232
20.0,104.0,44.409888,44.3782,0.031688,0.071404
22.0,104.0,44.147098,44.1158,0.031298,0.070945
24.0,104.0,43.917157,43.8844,0.032757,0.074644
2.0,105.0,48.499556,48.456,0.043556,0.089888
4.0,105.0,47.924703,47.8215,0.103203,0.215809
6.0,105.0,47.382699,47.2375,0.145199,0.307381
8.0,105.0,46.82427,46.7065,0.11777,0.252149
10.0,105.0,46.364388,46.212,0.152388,0.329759
12.0,105.0,45.970203,45.7655,0.204703,0.447287
14.0,105.0,45.510321,45.3595,0.150821,0.332501
16.0,105.0,45.083287,44.9925,0.090787,0.201783
18.0,105.0,44.721951,44.663,0.058951,0.131991
20.0,105.0,44.393464,44.3675,0.025964,0.05852
22.0,105.0,44.130674,44.105,0.025674,0.058211
24.0,105.0,43.900733,43.8735,0.027233,0.062072
2.0,106.0,48.483131,48.446,0.037131,0.076644
4.0,106.0,47.908278,47.8116,0.096678,0.202206
6.0,106.0,47.366274,47.2274,0.138874,0.294054
8.0,106.0,46.807846,46.6974,0.110446,0.236514
10.0,106.0,46.364388,46.2018,0.162588,0.351908
12.0,106.0,45.970203,45.7552,0.215003,0.469899
14.0,106.0,45.493896,45.3492,0.144696,0.319071
16.0,106.0,45.066863,44.982,0.084863,0.18866
18.0,106.0,44.705527,44.6524,0.053127,0.118979
20.0,106.0,44.393464,44.3568,0.036664,0.082657
22.0,106.0,44.130674,44.0942,0.036474,0.082718
24.0,106.0,43.900733,43.8626,0.038133,0.086937
2.0,107.0,48.483131,48.436,0.047131,0.097306
4.0,107.0,47.891854,47.8017,0.090154,0.1886
6.0,107.0,47.366274,47.2173,0.148974,0.315507
8.0,107.0,46.807846,46.6883,0.119546,0.256051
10.0,107.0,46.347964,46.1916,0.156364,0.338512
12.0,107.0,45.953779,45.7449,0.208879,0.456617
14.0,107.0,45.477472,45.3389,0.138572,0.305636
16.0,107.0,45.066863,44.9715,0.095363,0.212052
18.0,107.0,44.689102,44.6418,0.047302,0.105959
20.0,107.0,44.377039,44.3461,0.030939,0.069767
22.0,107.0,44.11425,44.0834,0.03085,0.069981
24.0,107.0,43.884308,43.8517,0.032608,0.07436
2.0,108.0,48.466707,48.426,0.040707,0.08406
4.0,108.0,47.891854,47.7918,0.100054,0.209354
6.0,108.0,47.34985,47.2072,0.14265,0.302178
8.0,108.0,46.791421,46.6792,0.112221,0.240409
10.0,108.0,46.347964,46.1814,0.166564,0.360673
12.0,108.0,45.953779,45.7346,0.219179,0.479241
14.0,108.0,45.477472,45.3286,0.148872,0.328428
16.0,108.0,45.050438,44.961,0.089438,0.198924
18.0,108.0,44.689102,44.6312,0.057902,0.129734
20.0,108.0,44.377039,44.3354,0.041639,0.093918
22.0,108.0,44.097825,44.0726,0.025225,0.057235
24.0,108.0,43.867884,43.8408,0.027084,0.061778
2.0,109.0,48.466707,48.416,0.050707,0.104732
4.0,109.0,47.891854,47.7819,0.109954,0.230116
6.0,109.0,47.34985,47.1971,0.15275,0.323643
8.0,109.0,46.791421,46.6701,0.121321,0.259954
10.0,109.0,46.331539,46.1712,0.160339,0.347271
12.0,109.0,45.937354,45.7243,0.213054,0.465954
14.0,109.0,45.461048,45.3183,0.142748,0.31499
16.0,109.0,45.050438,44.9505,0.099938,0.222329
18.0,109.0,44.672678,44.6206,0.052078,0.116713
20.0,109.0,44.360615,44.3247,0.035915,0.081027
22.0,109.0,44.081401,44.0618,0.019601,0.044485
24.0,109.0,43.867884,43.8299,0.037984,0.086662
2.0,110.0,48.450283,48.406,0.044283,0.091482
4.0,110.0,47.87543,47.772,0.10343,0.216508
6.0,110.0,47.333426,47.187,0.146426,0.31031
8.0,110.0,46.774997,46.661,0.113997,0.244309
10.0,110.0,46.331539,46.161,0.170539,0.369444
12.0,110.0,45.92093,45.714,0.20693,0.452662
14.0,110.0,45.461048,45.308,0.153048,0.337795
16.0,110.0,45.034014,44.94,0.094014,0.209199
18.0,110.0,44.672678,44.61,0.062678,0.140502
20.0,110.0,44.344191,44.314,0.030191,0.06813
22.0,110.0,44.081401,44.051,0.030401,0.069013
24.0,110.0,43.85146,43.819,0.03246,0.074077
2.0,111.0,48.450283,48.3961,0.054183,0.111957
4.0,111.0,47.87543,47.762,0.11343,0.23749
6.0,111.0,47.333426,47.1771,0.156326,0.33136
8.0,111.0,46.774997,46.65,0.124997,0.267946
10.0,111.0,46.331539,46.1509,0.180639,0.391409
12.0,111.0,45.92093,45.7038,0.21713,0.475081
14.0,111.0,45.444623,45.2977,0.146923,0.32435
16.0,111.0,45.034014,44.9297,0.104314,0.232172
18.0,111.0,44.656254,44.5995,0.056754,0.127253
20.0,111.0,44.327766,44.3034,0.024366,0.054998
22.0,111.0,44.064976,44.0402,0.024776,0.056258
24.0,111.0,43.835035,43.8081,0.026935,0.061484
2.0,112.0,48.433858,48.3862,0.047658,0.098495
4.0,112.0,47.859005,47.752,0.107005,0.224085
6.0,112.0,47.317001,47.1672,0.149801,0.317596
8.0,112.0,46.758573,46.639,0.119573,0.25638
10.0,112.0,46.315115,46.1408,0.174315,0.377789
12.0,112.0,45.904506,45.6936,0.210906,0.461566
14.0,112.0,45.444623,45.2874,0.157223,0.347167
16.0,112.0,45.01759,44.9194,0.09819,0.218592
18.0,112.0,44.639829,44.589,0.050829,0.113994
20.0,112.0,44.327766,44.2928,0.034966,0.078943
22.0,112.0,44.064976,44.0294,0.035576,0.080801
24.0,112.0,43.835035,43.7972,0.037835,0.086387
2.0,113.0,48.433858,48.3763,0.057558,0.11898
