temp_c,pressure_bar,public_a_estimated,local_a,delta,delta_pct
4.0,113.0,47.842581,47.742,0.100581,0.210676
6.0,113.0,47.317001,47.1573,0.159701,0.338656
8.0,113.0,46.758573,46.628,0.130573,0.280031
10.0,113.0,46.29869,46.1307,0.16799,0.364161
12.0,113.0,45.904506,45.6834,0.221106,0.483996
14.0,113.0,45.444623,45.2771,0.167523,0.369995
16.0,113.0,45.01759,44.9091,0.10849,0.241577
18.0,113.0,44.639829,44.5785,0.061329,0.137575
20.0,113.0,44.311342,44.2822,0.029142,0.06581
22.0,113.0,44.048552,44.0186,0.029952,0.068044
24.0,113.0,43.818611,43.7863,0.032311,0.073792
2.0,114.0,48.417434,48.3664,0.051034,0.105515
4.0,114.0,47.842581,47.732,0.110581,0.231671
6.0,114.0,47.300577,47.1474,0.153177,0.32489
8.0,114.0,46.742148,46.617,0.125148,0.26846
10.0,114.0,46.29869,46.1206,0.17809,0.38614
12.0,114.0,45.888081,45.6732,0.214881,0.470475
14.0,114.0,45.428199,45.2668,0.161399,0.35655
16.0,114.0,45.001165,44.8988,0.102365,0.227991
18.0,114.0,44.623405,44.568,0.055405,0.124316
20.0,114.0,44.311342,44.2716,0.039742,0.089769
22.0,114.0,44.032128,44.0078,0.024328,0.055281
24.0,114.0,43.802187,43.7754,0.026787,0.061192
2.0,115.0,48.417434,48.3565,0.060934,0.12601
4.0,115.0,47.826157,47.722,0.104157,0.218258
6.0,115.0,47.300577,47.1375,0.163077,0.34596
8.0,115.0,46.742148,46.606,0.136148,0.292125
10.0,115.0,46.282266,46.1105,0.171766,0.37251
12.0,115.0,45.888081,45.663,0.225081,0.492918
14.0,115.0,45.428199,45.2565,0.171699,0.379391
16.0,115.0,44.984741,44.8885,0.096241,0.2144
18.0,115.0,44.623405,44.5575,0.065905,0.14791
20.0,115.0,44.294918,44.261,0.033918,0.076632
22.0,115.0,44.032128,43.997,0.035128,0.079842
24.0,115.0,43.785762,43.7645,0.021262,0.048583
2.0,116.0,48.401009,48.3466,0.054409,0.112539
4.0,116.0,47.809732,47.712,0.097732,0.204837
6.0,116.0,47.284152,47.1276,0.156552,0.332188
8.0,116.0,46.725724,46.595,0.130724,0.280554
10.0,116.0,46.265842,46.1004,0.165442,0.358873
12.0,116.0,45.871657,45.6528,0.218857,0.479394
14.0,116.0,45.411775,45.2462,0.165575,0.365942
16.0,116.0,44.968317,44.8782,0.090117,0.200804
18.0,116.0,44.606981,44.547,0.059981,0.134647
20.0,116.0,44.278493,44.2504,0.028093,0.063486
22.0,116.0,44.015703,43.9862,0.029503,0.067073
24.0,116.0,43.785762,43.7536,0.032162,0.073507
2.0,117.0,48.401009,48.3367,0.064309,0.133044
4.0,117.0,47.809732,47.702,0.107732,0.225844
6.0,117.0,47.267728,47.1177,0.150028,0.318411
8.0,117.0,46.725724,46.584,0.141724,0.304233
10.0,117.0,46.265842,46.0903,0.175542,0.380865
12.0,117.0,45.871657,45.6426,0.229057,0.501849
14.0,117.0,45.411775,45.2359,0.175875,0.388795
16.0,117.0,44.968317,44.8679,0.100417,0.223806
18.0,117.0,44.590556,44.5365,0.054056,0.121375
20.0,117.0,44.278493,44.2398,0.038693,0.087462
22.0,117.0,43.999279,43.9754,0.023879,0.054301
24.0,117.0,43.769338,43.7427,0.026638,0.060897
2.0,118.0,48.384585,48.3268,0.057785,0.119571
4.0,118.0,47.809732,47.692,0.117732,0.246859
6.0,118.0,47.267728,47.1078,0.159928,0.339494
8.0,118.0,46.725724,46.573,0.152724,0.327924
10.0,118.0,46.249417,46.0802,0.169217,0.367223
12.0,118.0,45.855232,45.6324,0.222832,0.48832
14.0,118.0,45.39535,45.2256,0.16975,0.375341
16.0,118.0,44.951892,44.8576,0.094292,0.210203
18.0,118.0,44.590556,44.526,0.064556,0.144985
20.0,118.0,44.262069,44.2292,0.032869,0.074315
22.0,118.0,43.999279,43.9646,0.034679,0.078879
24.0,118.0,43.769338,43.7318,0.037538,0.085837
2.0,119.0,48.368161,48.3169,0.051261,0.106093
4.0,119.0,47.793308,47.682,0.111308,0.233438
6.0,119.0,47.251304,47.0979,0.153404,0.325713
8.0,119.0,46.7093,46.562,0.1473,0.316352
10.0,119.0,46.249417,46.0701,0.179317,0.389226
12.0,119.0,45.838808,45.6222,0.216608,0.474786
14.0,119.0,45.378926,45.2153,0.163626,0.361882
16.0,119.0,44.951892,44.8473,0.104592,0.233218
18.0,119.0,44.574132,44.5155,0.058632,0.131711
20.0,119.0,44.245644,44.2186,0.027044,0.06116
22.0,119.0,43.982855,43.9538,0.029055,0.066103
24.0,119.0,43.752913,43.7209,0.032013,0.073221
2.0,120.0,48.368161,48.307,0.061161,0.126609
4.0,120.0,47.793308,47.672,0.121308,0.254464
6.0,120.0,47.251304,47.088,0.163304,0.346806
8.0,120.0,46.692875,46.551,0.141875,0.304773
10.0,120.0,46.249417,46.06,0.189417,0.41124
12.0,120.0,45.838808,45.612,0.226808,0.497255
14.0,120.0,45.378926,45.205,0.173926,0.384749
16.0,120.0,44.935468,44.837,0.098468,0.219613
18.0,120.0,44.557707,44.505,0.052707,0.118429
20.0,120.0,44.245644,44.208,0.037644,0.085152
22.0,120.0,43.96643,43.943,0.02343,0.053319
24.0,120.0,43.752913,43.71,0.042913,0.098177
